code,term
10817981000119109,Open fracture of midcervical section of right femur
10821851000119109,Open fracture of base of neck of right femur
10821891000119104,Open fracture of base of neck of left femur
10834301000119104,Open subcapital fracture of right femur
10838021000119103,Open subcapital fracture of left femur
10838061000119108,Open fracture of midcervical section of left femur
127287001,Intertrochanteric fracture
137761000119107,History of fracture of hip due to traumatic event
157233005,Fracture of neck of femur
15911931000119102,Open fracture of head of left femur
15912091000119107,Open fracture of head of right femur
15912331000119106,Closed fracture of head of left femur
15912431000119100,Closed fracture of head of right femur
15912531000119101,Closed fracture of trochanter of left femur
15912631000119102,Closed fracture of trochanter of right femur
1705000,Closed fracture of base of neck of femur
17194005,Late effect of fracture of neck of femur
198741000000106,"Closed fracture of femur, upper epiphysis"
198751000000109,"Open fracture of femur, upper epiphysis"
20100009,Closed fracture of intracapsular section of femur
208520007,Fracture: [neck of femur] or [hip]
208521006,"Closed fracture proximal femur, transcervical"
208523009,"Closed fracture proximal femur, transepiphyseal"
208524003,"Closed fracture proximal femur, midcervical section"
208528000,"Closed fracture proximal femur, subcapital, Garden grade I"
208529008,"Closed fracture proximal femur, subcapital, Garden grade II"
208530003,"Closed fracture proximal femur, subcapital, Garden grade III"
208531004,"Closed fracture proximal femur, subcapital, Garden grade IV"
208536009,"Open fracture proximal femur, transepiphyseal"
208541001,Open subcapital fracture of proximal femur Garden grade I
208542008,Open subcapital fracture of proximal femur Garden grade II
208543003,Open subcapital fracture of proximal femur Garden grade III
208544009,Open subcapital fracture of proximal femur Garden grade IV
208548007,"Closed fracture of proximal femur, pertrochanteric"
208550004,"Closed fracture proximal femur, intertrochanteric, two part"
208551000,"Closed fracture proximal femur, subtrochanteric"
208552007,"Closed fracture proximal femur, intertrochanteric, comminuted"
208557001,"Open fracture proximal femur, intertrochanteric, two part"
208558006,"Open fracture proximal femur, subtrochanteric"
208559003,"Open fracture proximal femur, intertrochanteric, comminuted"
208562000,Pertrochanteric fracture
208563005,Subtrochanteric fracture of femur
208566002,(Closed fracture of neck of femur) or (hip fracture NOS)
208567006,Open fracture of neck of femur NOS
22802006,Closed pertrochanteric fracture
263225007,Fracture of proximal end of femur
263226008,Subcapital fracture of neck of femur
263227004,Midcervical fracture of neck of femur
263228009,Basicervical fracture of neck of femur
263229001,Subtrochanteric fracture of femur
263230006,Hip fracture NOS
263231005,Open fracture of base of neck of femur
269097005,Closed fracture of neck of femur NOS
26938002,Open intertrochanteric fracture
275338001,Closed subcapital fracture of femur
275339009,Open subcapital fracture of femur
275340006,Closed fracture of greater trochanter of femur
275341005,Closed fracture of lesser trochanter of femur
275342003,Open fracture of lesser trochanter of femur
275343008,Open fracture of greater trochanter of femur
301034006,Fracture of greater trochanter
30489009,Open fracture of intracapsular section of femur
359820003,Closed fracture of neck of femur
361119006,Open fracture of neck of femur
389308008,H/O: hip fracture
390043007,H/O: hip fracture
391093004,History of hip fracture
41191003,Open fracture of head of femur
426382004,Closed avulsion fracture of greater trochanter of femur
427688003,Closed avulsion fracture of lesser trochanter of femur
428112005,Malunion of fracture of proximal femur
431031001,Osteoporotic fracture of neck of femur
445875009,Fracture of trochanter of femur
445899009,Closed fracture of trochanter of femur
446120005,Open subtrochanteric fracture of femur
46481000087108,Fracture of neck of left femur
46491000087105,Fracture of neck of right femur
48281000087106,Fracture of midcervical section of neck of left femur
48291000087108,Fracture of midcervical section of neck of right femur
48341000087105,Fracture of proximal end of left femur
48351000087108,Fracture of proximal end of right femur
48481000087107,Intertrochanteric fracture of left femur
48491000087109,Intertrochanteric fracture of right femur
50830001,Open fracture of neck of femur
52450003,Closed fracture of midcervical section of femur
5913000,Fracture of neck of femur
605151000000100,Open fracture of neck of femur NOS
632531000000100,Closed fracture of neck of femur NOS
66483005,Open pertrochanteric fracture
68510005,Closed subtrochanteric fracture
703994007,Closed intra-articular fracture of head of femur
704287008,Secondary osteoporotic fracture of proximal femur
704321000000100,Hip fracture NOS
704334005,Osteoporotic fracture of proximal femur
704409006,Closed subcapital fracture of neck of femur
705124002,Open intra-articular fracture of head of femur
71313000,Open subtrochanteric fracture
733276006,Fracture of head of femur
788943004,Fracture of proximal epiphysis of femur
82261001,Closed fracture of neck of femur
84320000,Open fracture of midcervical section of femur
89820008,Closed intertrochanteric fracture
