code,term
11608005,Open reduction of open shoulder joint dislocation with fracture of greater tuberosity
1208378006,Closed reduction of fracture of humerus with percutaneous fixation using bone pin
12209041000119109,Fracture of bone adjacent to right shoulder joint prosthesis
12217761000119100,Fracture of bone adjacent to left shoulder joint prosthesis
1268328001,Fracture of bone adjacent to shoulder joint prosthesis
127286005,Fracture of upper end of humerus
1278003,Open reduction of closed shoulder joint dislocation with fracture of greater tuberosity
1303388006,Fracture of bone of right shoulder region
1303389003,Fracture of bone of left shoulder region
150609006,Closed reduction of fracture of humerus
150610001,Closed reduction of fracture of shoulder
15180008,Manual reduction of closed supracondylar fracture of humerus
157206006,Fracture of humerus
157210009,Fracture of humerus NOS
16250001000004107,Fracture of shoulder
16866431000119108,Closed fracture of capitellum of right humerus
16867081000119101,Closed fracture of capitellum of left humerus
179167002,Closed reduction of fracture of shoulder
18204009,Manual reduction of closed fracture of humerus
18751007,Manual reduction of closed fracture of medial condyle of humerus
202141001,Hill-Sachs lesion
208239001,"Closed fracture of proximal humerus, unspecified part"
208240004,"Closed fracture proximal humerus, neck"
208241000,"Closed fracture of proximal humerus, anatomical neck"
208242007,"Closed fracture proximal humerus, greater tuberosity"
208243002,"Closed fracture proximal humerus, head"
208244008,"Closed fracture of humerus, upper epiphysis"
208245009,"Closed fracture proximal humerus, three part"
208246005,"Closed fracture proximal humerus, four part"
208247001,Closed fracture of proximal humerus not otherwise specified
208259002,"Closed fracture of humerus, shaft or unspecified part"
208260007,Closed fracture of humerus NOS
208261006,"Closed fracture of humerus, shaft or unspecified part NOS"
208267005,"Closed fracture distal humerus, lateral condyle"
208270009,"Closed fracture of distal humerus, trochlea"
208271008,"Closed fracture distal humerus, lateral epicondyle"
208272001,"Closed fracture distal humerus, capitellum"
208273006,"Closed fracture distal humerus, bicondylar (T-Y fracture)"
208274000,Multiple closed fractures of distal humerus
208291001,Fracture of humerus NOS
208510002,"Multiple fractures of clavicle, scapula and humerus"
209236003,Fracture dislocation or subluxation of shoulder
209238002,Closed fracture dislocation shoulder joint
209245002,Closed fracture subluxation shoulder joint
213479003,[X]Fracture of other parts of shoulder and upper arm
213480000,"[X]Fracture of shoulder and upper arm, unspecified"
21419000,Closed fracture of medial condyle of humerus
24433001,Manual reduction of closed fracture of greater tuberosity of humerus
2514009,Manual reduction of closed supracondylar fracture of humerus with traction
263077007,Fracture dislocation of shoulder joint
263098007,Fracture subluxation of shoulder joint
263191003,Fracture of neck of humerus
263192005,Fracture of distal end of humerus
263193000,Supracondylar fracture of humerus
269080004,Closed fracture of the distal humerus
281525005,Fracture of the lateral humeral epicondyle
281526006,Fracture of the medial humeral epicondyle
287064006,Pathological fracture - shoulder
287065007,Pathological fracture - upper arm
287073003,Fracture malunion - shoulder
288244006,Fracture malunion - upper arm
311816000,Closed multiple fractures of clavicle and/or scapula and/or humerus
37053006,Open reduction of fracture of humerus with internal fixation
39519006,Manual reduction of closed fracture of shaft of humerus
39706009,Closed reduction of fracture of humerus
413875004,Closed fracture of head of humerus
416833005,Closed fracture dislocation of joint of shoulder girdle
417039001,Fracture dislocation of joint of shoulder girdle
42636007,Closed fracture of upper end of humerus
42790007,Manual reduction of closed fracture of lateral epicondyle of humerus
43295006,Closed fracture of humerus
439215002,Closed reduction of fracture of medial epicondyle of humerus
439424008,Closed reduction of fracture of proximal humerus
440315009,Closed reduction of fracture of shaft of humerus
440366004,Closed fracture of the medial epicondyle of humerus
440412008,Closed reduction of supracondylar fracture of humerus
440438008,Closed reduction of dislocation of shoulder joint and fracture of surgical neck of humerus
440531000,Closed reduction of fracture of medial condyle of humerus
440553003,Closed reduction of dislocation of shoulder joint and fracture of anatomical neck of humerus
