code,term
123618009,Closed reverse Colles' fracture
123619001,Open reverse Colles' fracture
123971006,Colles' fracture
123972004,Reversed Colles' fracture
1279741006,Open fracture of metaphysis of distal radius
1279881008,Closed fracture of metaphysis of distal end of radius
1285724007,Fracture of distal end of left radius
16542861000119107,Closed fracture of metaphysis of distal end of left radius
16542901000119101,Closed fracture of metaphysis of distal end of right radius
16543151000119106,Open fracture of metaphysis of distal right radius
16543671000119105,Open fracture of metaphysis of distal left radius
17222009,Closed fracture of distal end of radius
179173001,Closed reduction of fracture of wrist
18310001000004100,Fracture of distal end of right radius
208321007,Smith's fracture - closed
208322000,Closed Galeazzi fracture
208323005,Closed volar Barton's fracture
208324004,Closed dorsal Barton's fracture
208325003,Closed fracture radial styloid
208326002,"Closed fracture distal radius, intra-articular, die-punch"
208342009,Open volar Barton's fracture
208343004,Open dorsal Barton's fracture
208344005,Open fracture radial styloid
208345006,"Open fracture distal radius, intra-articular, die-punch"
209265009,Closed fracture dislocation distal radioulnar joint
209266005,Closed fracture dislocation radiocarpal joint
209284007,Closed fracture subluxation of distal radioulnar joint
209285008,Closed fracture subluxation radiocarpal joint
25529004,Open fracture of distal end of radius
263199001,Fracture of distal end of radius
263200003,Volar Barton's fracture
263201004,Dorsal Barton's fracture
263208005,Fracture of distal end of radius and ulna
269083002,Closed Colles' fracture
27094009,Skillern's fracture
281527002,Fracture of radial styloid
307712005,Open Barton's fracture
307713000,Closed Barton's fracture
33192001,Closed fracture of lower end of radius AND ulna
35442005,Closed fracture of lower end of forearm
426467005,Hutchinson's fracture
448355005,Greenstick fracture of distal radius
448838000,Closed extraarticular fracture of distal radius
54341000087101,Fracture of left radial styloid
54421000087100,Fracture of right radial styloid
54645004,Barton's fracture
58722007,Moore's fracture
704212006,Closed fracture of distal epiphysis of radius
737261002,Fracture of lower end of radius with dorsal tilt
737262009,Fracture of lower end of radius with volar tilt
80411001,Open Colles' fracture
849671000000101,Open extra-articular fracture of distal radius
849681000000104,Open intra-articular fracture of distal radius
88116004,Open fracture of lower end of radius AND ulna
