code,term
160313009,Family history of osteoporosis
185691000000102,FH: maternal hip fracture before age 75
189131000000107,FH: maternal hip fracture before age 75
389282008,FH: Maternal hip fracture
389283003,FH: Hip fracture in first degree relative
390020003,FH: Maternal hip fracture
390021004,FH: Hip fracture in first degree relative
391096007,Family history: Maternal hip fracture
391097003,Family history of hip fracture in first degree relative
416072008,Family history: maternal hip fracture before age 75
430693007,Family history of fracture of proximal end of femur
